"Time","requests","limits","profiling","usage"
2021-06-01 20:41:25,1355808768,2303721472,755236864,630915072
2021-06-01 20:41:30,1355808768,2303721472,755236864,630915072
2021-06-01 20:41:35,1355808768,2303721472,755236864,630915072
2021-06-01 20:41:40,1355808768,2303721472,755236864,751140864
2021-06-01 20:41:45,1355808768,2303721472,755236864,751140864
2021-06-01 20:41:50,1355808768,2303721472,755236864,751140864
2021-06-01 20:41:55,1355808768,2303721472,755236864,751140864
2021-06-01 20:42:00,1355808768,2303721472,755236864,751140864
2021-06-01 20:42:05,1355808768,2303721472,755236864,751140864
2021-06-01 20:42:10,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:15,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:20,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:25,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:30,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:35,1355808768,2303721472,755236864,701136896
2021-06-01 20:42:40,1355808768,2303721472,755236864,764768256
2021-06-01 20:42:45,1355808768,2303721472,755236864,764768256
2021-06-01 20:42:50,1355808768,2303721472,755236864,764768256
2021-06-01 20:42:55,1355808768,2303721472,755236864,764768256
2021-06-01 20:43:00,1355808768,2303721472,755236864,764768256
2021-06-01 20:43:05,1355808768,2303721472,755236864,764768256
2021-06-01 20:43:10,1355808768,2303721472,755236864,708296704
2021-06-01 20:43:15,1355808768,2303721472,755236864,708296704
2021-06-01 20:43:20,1355808768,2303721472,755236864,708296704
2021-06-01 20:43:25,1355808768,2303721472,755236864,708296704
2021-06-01 20:43:30,1355808768,2303721472,760901132,708296704
2021-06-01 20:43:35,1355808768,2303721472,760901132,708296704
2021-06-01 20:43:40,1355808768,2303721472,760901132,764661760
2021-06-01 20:43:45,1355808768,2303721472,760901132,764661760
2021-06-01 20:43:50,1355808768,2303721472,760901132,764661760
2021-06-01 20:43:55,1355808768,2303721472,760901132,764661760
2021-06-01 20:44:00,1355808768,2303721472,760901132,764661760
2021-06-01 20:44:05,1355808768,2303721472,760901132,764661760
2021-06-01 20:44:10,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:15,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:20,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:25,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:30,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:35,1355808768,2303721472,760901132,714301440
2021-06-01 20:44:40,1355808768,2303721472,760901132,769204224
2021-06-01 20:44:45,1355808768,2303721472,760901132,769204224
2021-06-01 20:44:50,1355808768,2303721472,760901132,769204224
2021-06-01 20:44:55,1355808768,2303721472,760901132,769204224
2021-06-01 20:45:00,1355808768,2303721472,760901132,769204224
2021-06-01 20:45:05,1355808768,2303721472,760901132,769204224
2021-06-01 20:45:10,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:15,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:20,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:25,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:30,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:35,1355808768,2303721472,760901132,718557184
2021-06-01 20:45:40,1355808768,2303721472,760901132,776794112
2021-06-01 20:45:45,1355808768,2303721472,760901132,776794112
2021-06-01 20:45:50,1355808768,2303721472,760901132,776794112
2021-06-01 20:45:55,1355808768,2303721472,760901132,776794112
2021-06-01 20:46:00,1513095168,2571108352,752781339,776794112
2021-06-01 20:46:05,1513095168,2571108352,752781339,776794112
2021-06-01 20:46:10,1439694848,2446327808,752781339,631648256
2021-06-01 20:46:15,1439694848,2446327808,752781339,631648256
2021-06-01 20:46:20,1336934400,2272264192,752781339,631648256
2021-06-01 20:46:25,1336934400,2272264192,752781339,631648256
2021-06-01 20:46:30,1336934400,2272264192,752781339,631648256
2021-06-01 20:46:35,1336934400,2272264192,752781339,631648256
2021-06-01 20:46:40,1336934400,2272264192,752781339,765702144
2021-06-01 20:46:45,1336934400,2272264192,752781339,765702144
2021-06-01 20:46:50,1336934400,2272264192,752781339,765702144
2021-06-01 20:46:55,1336934400,2272264192,752781339,765702144
2021-06-01 20:47:00,1336934400,2272264192,752781339,765702144
2021-06-01 20:47:05,1336934400,2272264192,752781339,765702144
2021-06-01 20:47:10,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:15,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:20,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:25,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:30,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:35,1336934400,2272264192,752781339,711245824
2021-06-01 20:47:40,1336934400,2272264192,752781339,713355264
2021-06-01 20:47:45,1336934400,2272264192,752781339,713355264
2021-06-01 20:47:50,1336934400,2272264192,752781339,713355264
2021-06-01 20:47:55,1336934400,2272264192,752781339,713355264
2021-06-01 20:48:00,1336934400,2272264192,752781339,713355264
2021-06-01 20:48:05,1336934400,2272264192,752781339,713355264
2021-06-01 20:48:10,1336934400,2272264192,752781339,714993664
2021-06-01 20:48:15,1336934400,2272264192,752781339,714993664
2021-06-01 20:48:20,1336934400,2272264192,752781339,714993664
2021-06-01 20:48:25,1336934400,2272264192,752781339,714993664
2021-06-01 20:48:30,1632632832,2775580672,738068207,714993664
2021-06-01 20:48:35,1559232512,2650800128,738068207,714993664
2021-06-01 20:48:40,1379926016,2345664512,738068207,693493760
2021-06-01 20:48:45,1379926016,2345664512,738068207,693493760
2021-06-01 20:48:50,1379926016,2345664512,738068207,693493760
2021-06-01 20:48:55,1379926016,2345664512,738068207,693493760
2021-06-01 20:49:00,1306525696,2220883968,738068207,693493760
2021-06-01 20:49:05,1306525696,2220883968,738068207,693493760
2021-06-01 20:49:10,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:15,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:20,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:25,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:30,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:35,1306525696,2220883968,738068207,791605248
2021-06-01 20:49:40,1306525696,2220883968,738068207,727732224
2021-06-01 20:49:45,1306525696,2220883968,738068207,727732224
2021-06-01 20:49:50,1306525696,2220883968,738068207,727732224
2021-06-01 20:49:55,1306525696,2220883968,738068207,727732224
2021-06-01 20:50:00,1306525696,2220883968,738068207,727732224
2021-06-01 20:50:05,1306525696,2220883968,738068207,727732224
2021-06-01 20:50:10,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:15,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:20,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:25,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:30,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:35,1306525696,2220883968,738068207,728354816
2021-06-01 20:50:40,1306525696,2220883968,738068207,730439680
2021-06-01 20:50:45,1306525696,2220883968,738068207,730439680
2021-06-01 20:50:50,1306525696,2220883968,738068207,730439680
2021-06-01 20:50:55,1306525696,2220883968,738068207,730439680
2021-06-01 20:51:00,1453326336,2470445056,748411136,730439680
2021-06-01 20:51:05,1453326336,2470445056,748411136,730439680
2021-06-01 20:51:10,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:15,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:20,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:25,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:30,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:35,1306525696,2220883968,748411136,727629824
2021-06-01 20:51:40,1306525696,2220883968,748411136,733249536
2021-06-01 20:51:45,1306525696,2220883968,748411136,733249536
2021-06-01 20:51:50,1306525696,2220883968,748411136,733249536
2021-06-01 20:51:55,1306525696,2220883968,748411136,733249536
2021-06-01 20:52:00,1306525696,2220883968,748411136,733249536
2021-06-01 20:52:05,1306525696,2220883968,748411136,733249536
2021-06-01 20:52:10,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:15,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:20,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:25,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:30,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:35,1306525696,2220883968,748411136,734523392
2021-06-01 20:52:40,1306525696,2220883968,748411136,787668992
2021-06-01 20:52:45,1306525696,2220883968,748411136,787668992
2021-06-01 20:52:50,1306525696,2220883968,748411136,787668992
2021-06-01 20:52:55,1306525696,2220883968,748411136,787668992
2021-06-01 20:53:00,1306525696,2220883968,748411136,787668992
2021-06-01 20:53:05,1306525696,2220883968,748411136,787668992
2021-06-01 20:53:10,1306525696,2220883968,748411136,815050752
2021-06-01 20:53:15,1306525696,2220883968,748411136,815050752
2021-06-01 20:53:20,1306525696,2220883968,748411136,815050752
2021-06-01 20:53:25,1306525696,2220883968,748411136,815050752
2021-06-01 20:53:30,1306525696,2220883968,748411136,815050752
2021-06-01 20:53:35,1453326336,2470445056,751184590,815050752
2021-06-01 20:53:40,1379926016,2345664512,751184590,744505344
2021-06-01 20:53:45,1379926016,2345664512,751184590,744505344
2021-06-01 20:53:50,1379926016,2345664512,751184590,744505344
2021-06-01 20:53:55,1379926016,2345664512,751184590,744505344
2021-06-01 20:54:00,1306525696,2220883968,751184590,744505344
2021-06-01 20:54:05,1306525696,2220883968,751184590,744505344
2021-06-01 20:54:10,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:15,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:20,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:25,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:30,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:35,1306525696,2220883968,751184590,740855808
2021-06-01 20:54:40,1306525696,2220883968,751184590,743264256
2021-06-01 20:54:45,1306525696,2220883968,751184590,743264256
2021-06-01 20:54:50,1306525696,2220883968,751184590,743264256
2021-06-01 20:54:55,1306525696,2220883968,751184590,743264256
2021-06-01 20:55:00,1306525696,2220883968,751184590,743264256
2021-06-01 20:55:05,1306525696,2220883968,751184590,743264256
2021-06-01 20:55:10,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:15,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:20,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:25,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:30,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:35,1306525696,2220883968,751184590,743981056
2021-06-01 20:55:40,1306525696,2220883968,751184590,745648128
2021-06-01 20:55:45,1306525696,2220883968,751184590,745648128
2021-06-01 20:55:50,1306525696,2220883968,751184590,745648128
2021-06-01 20:55:55,1306525696,2220883968,751184590,745648128
2021-06-01 20:56:00,1306525696,2220883968,751184590,745648128
2021-06-01 20:56:05,1603272704,2725249024,753307747,745648128
2021-06-01 20:56:10,1603272704,2725249024,753307747,776916992
2021-06-01 20:56:15,1603272704,2725249024,753307747,776916992
2021-06-01 20:56:20,1372585984,2333081600,753307747,776916992
2021-06-01 20:56:25,1372585984,2333081600,753307747,776916992
2021-06-01 20:56:30,1299185664,2208301056,753307747,776916992
2021-06-01 20:56:35,1299185664,2208301056,753307747,776916992
2021-06-01 20:56:40,1299185664,2208301056,753307747,740241408
2021-06-01 20:56:45,1299185664,2208301056,753307747,740241408
2021-06-01 20:56:50,1299185664,2208301056,753307747,740241408
2021-06-01 20:56:55,1299185664,2208301056,753307747,740241408
2021-06-01 20:57:00,1299185664,2208301056,753307747,740241408
2021-06-01 20:57:05,1299185664,2208301056,753307747,740241408
2021-06-01 20:57:10,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:15,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:20,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:25,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:30,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:35,1299185664,2208301056,753307747,745562112
2021-06-01 20:57:40,1299185664,2208301056,753307747,749867008
2021-06-01 20:57:45,1299185664,2208301056,753307747,749867008
2021-06-01 20:57:50,1299185664,2208301056,753307747,749867008
2021-06-01 20:57:55,1299185664,2208301056,753307747,749867008
2021-06-01 20:58:00,1299185664,2208301056,753307747,749867008
2021-06-01 20:58:05,1299185664,2208301056,753307747,749867008
2021-06-01 20:58:10,1299185664,2208301056,753307747,752939008
2021-06-01 20:58:15,1299185664,2208301056,753307747,752939008
2021-06-01 20:58:20,1299185664,2208301056,753307747,752939008
2021-06-01 20:58:25,1299185664,2208301056,753307747,752939008
2021-06-01 20:58:30,1299185664,2208301056,753307747,752939008
2021-06-01 20:58:35,1372585984,2333081600,756562591,752939008
2021-06-01 20:58:40,1372585984,2333081600,756562591,797749248
2021-06-01 20:58:45,1372585984,2333081600,756562591,797749248
2021-06-01 20:58:50,1372585984,2333081600,756562591,797749248
2021-06-01 20:58:55,1372585984,2333081600,756562591,797749248
2021-06-01 20:59:00,1299185664,2208301056,756562591,797749248
2021-06-01 20:59:05,1299185664,2208301056,756562591,797749248
2021-06-01 20:59:10,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:15,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:20,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:25,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:30,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:35,1299185664,2208301056,756562591,831447040
2021-06-01 20:59:40,1299185664,2208301056,756562591,763928576
2021-06-01 20:59:45,1299185664,2208301056,756562591,763928576
2021-06-01 20:59:50,1299185664,2208301056,756562591,763928576
2021-06-01 20:59:55,1299185664,2208301056,756562591,763928576
2021-06-01 21:00:00,1299185664,2208301056,756562591,763928576
2021-06-01 21:00:05,1299185664,2208301056,756562591,763928576
2021-06-01 21:00:10,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:15,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:20,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:25,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:30,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:35,1299185664,2208301056,756562591,833974272
2021-06-01 21:00:40,1299185664,2208301056,756562591,764985344
2021-06-01 21:00:45,1299185664,2208301056,756562591,764985344
2021-06-01 21:00:50,1299185664,2208301056,756562591,764985344
2021-06-01 21:00:55,1299185664,2208301056,756562591,764985344
2021-06-01 21:01:00,1299185664,2208301056,756562591,764985344
2021-06-01 21:01:05,2274361344,3867148288,765187349,764985344
2021-06-01 21:01:10,2274361344,3867148288,765187349,782102528
2021-06-01 21:01:15,2274361344,3867148288,765187349,782102528
2021-06-01 21:01:20,1567621120,2666528768,765187349,782102528
2021-06-01 21:01:25,1567621120,2666528768,765187349,782102528
2021-06-01 21:01:30,1491075072,2536505344,765187349,782102528
2021-06-01 21:01:35,1491075072,2536505344,765187349,782102528
2021-06-01 21:01:40,1491075072,2536505344,765187349,857747456
2021-06-01 21:01:45,1491075072,2536505344,765187349,857747456
2021-06-01 21:01:50,1491075072,2536505344,765187349,857747456
2021-06-01 21:01:55,1491075072,2536505344,765187349,857747456
2021-06-01 21:02:00,1491075072,2536505344,765187349,857747456
2021-06-01 21:02:05,1491075072,2536505344,765187349,857747456
2021-06-01 21:02:10,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:15,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:20,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:25,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:30,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:35,1491075072,2536505344,765187349,383823872
2021-06-01 21:02:40,1491075072,2536505344,765187349,428982272
2021-06-01 21:02:45,1491075072,2536505344,765187349,428982272
2021-06-01 21:02:50,1491075072,2536505344,765187349,428982272
2021-06-01 21:02:55,1491075072,2536505344,765187349,428982272
2021-06-01 21:03:00,1491075072,2536505344,765187349,428982272
2021-06-01 21:03:05,1491075072,2536505344,765187349,428982272
2021-06-01 21:03:10,1491075072,2536505344,765187349,445616128
2021-06-01 21:03:15,1491075072,2536505344,765187349,445616128
2021-06-01 21:03:20,1491075072,2536505344,765187349,445616128
2021-06-01 21:03:25,1491075072,2536505344,765187349,445616128
2021-06-01 21:03:30,1491075072,2536505344,765187349,445616128
2021-06-01 21:03:35,1637875712,2786066432,736638165,445616128
2021-06-01 21:03:40,1637875712,2786066432,736638165,470528000
2021-06-01 21:03:45,1637875712,2786066432,736638165,470528000
2021-06-01 21:03:50,1564475392,2661285888,736638165,470528000
2021-06-01 21:03:55,1564475392,2661285888,736638165,470528000
2021-06-01 21:04:00,1487929344,2530213888,736638165,470528000
2021-06-01 21:04:05,1487929344,2530213888,736638165,470528000
2021-06-01 21:04:10,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:15,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:20,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:25,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:30,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:35,1487929344,2530213888,736638165,477499392
2021-06-01 21:04:40,1487929344,2530213888,736638165,498212864
2021-06-01 21:04:45,1487929344,2530213888,736638165,498212864
2021-06-01 21:04:50,1487929344,2530213888,736638165,498212864
2021-06-01 21:04:55,1487929344,2530213888,736638165,498212864
2021-06-01 21:05:00,1487929344,2530213888,736638165,498212864
2021-06-01 21:05:05,1487929344,2530213888,736638165,498212864
2021-06-01 21:05:10,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:15,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:20,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:25,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:30,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:35,1487929344,2530213888,736638165,511303680
2021-06-01 21:05:40,1487929344,2530213888,736638165,514285568
2021-06-01 21:05:45,1487929344,2530213888,736638165,514285568
2021-06-01 21:05:50,1487929344,2530213888,736638165,514285568
2021-06-01 21:05:55,1487929344,2530213888,736638165,514285568
2021-06-01 21:06:00,1487929344,2530213888,736638165,514285568
2021-06-01 21:06:05,1487929344,2530213888,736638165,514285568
2021-06-01 21:06:10,2256535552,3836739584,697334607,
2021-06-01 21:06:15,2256535552,3836739584,697334607,
2021-06-01 21:06:20,2109734912,3587178496,697334607,
2021-06-01 21:06:25,2109734912,3587178496,697334607,
2021-06-01 21:06:30,2109734912,3587178496,697334607,
2021-06-01 21:06:35,2109734912,3587178496,697334607,
2021-06-01 21:06:40,2036334592,3462397952,697334607,619909120
2021-06-01 21:06:45,2036334592,3462397952,697334607,619909120
2021-06-01 21:06:50,2036334592,3462397952,697334607,619909120
2021-06-01 21:06:55,2036334592,3462397952,697334607,619909120
2021-06-01 21:07:00,2036334592,3462397952,697334607,619909120
2021-06-01 21:07:05,2036334592,3462397952,697334607,619909120
2021-06-01 21:07:10,2036334592,3462397952,697334607,405868544
2021-06-01 21:07:15,2036334592,3462397952,697334607,405868544
2021-06-01 21:07:20,1284505600,2184183808,697334607,405868544
2021-06-01 21:07:25,1284505600,2184183808,697334607,405868544
2021-06-01 21:07:30,1284505600,2184183808,697334607,405868544
2021-06-01 21:07:35,1284505600,2184183808,697334607,405868544
2021-06-01 21:07:40,1284505600,2184183808,697334607,466526208
2021-06-01 21:07:45,1284505600,2184183808,697334607,466526208
2021-06-01 21:07:50,1284505600,2184183808,697334607,466526208
2021-06-01 21:07:55,1284505600,2184183808,697334607,466526208
2021-06-01 21:08:00,1284505600,2184183808,697334607,466526208
2021-06-01 21:08:05,1284505600,2184183808,697334607,466526208
2021-06-01 21:08:10,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:15,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:20,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:25,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:30,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:35,1284505600,2184183808,697334607,491085824
2021-06-01 21:08:40,1433403392,2436890624,670306383,511635456
2021-06-01 21:08:45,1433403392,2436890624,670306383,511635456
2021-06-01 21:08:50,1360003072,2312110080,670306383,511635456
2021-06-01 21:08:55,1360003072,2312110080,670306383,511635456
2021-06-01 21:09:00,1286602752,2187329536,670306383,511635456
2021-06-01 21:09:05,1286602752,2187329536,670306383,511635456
2021-06-01 21:09:10,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:15,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:20,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:25,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:30,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:35,1286602752,2187329536,670306383,509210624
2021-06-01 21:09:40,1286602752,2187329536,670306383,523808768
2021-06-01 21:09:45,1286602752,2187329536,670306383,523808768
2021-06-01 21:09:50,1286602752,2187329536,670306383,523808768
2021-06-01 21:09:55,1286602752,2187329536,670306383,523808768
2021-06-01 21:10:00,1286602752,2187329536,670306383,523808768
2021-06-01 21:10:05,1286602752,2187329536,670306383,523808768
2021-06-01 21:10:10,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:15,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:20,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:25,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:30,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:35,1286602752,2187329536,670306383,543653888
2021-06-01 21:10:40,1286602752,2187329536,670306383,550158336
2021-06-01 21:10:45,1286602752,2187329536,670306383,550158336
2021-06-01 21:10:50,1286602752,2187329536,670306383,550158336
2021-06-01 21:10:55,1286602752,2187329536,670306383,550158336
2021-06-01 21:11:00,1286602752,2187329536,670306383,550158336
2021-06-01 21:11:05,1286602752,2187329536,670306383,550158336
2021-06-01 21:11:10,1514143744,2573205504,631042711,551546880
